com.samsung.health.food_info,6307003,7
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
,0.0,0.0,,0.0,"150 kcal, Per 4 cookies",,fatsecret-4057367,31,115.0,0.0,6.0,2019-09-16 17:03:15.575,2019-03-31 23:13:00.146,,2.0,,,Cookies(Biscoff),12.0,,0.0,150.0,serving,,1nlD1Z6VIo,g,3.0,,com.sec.android.app.shealth,23.0,0.20666666,ab5a7010-88c4-4979-989b-7d7089bca35a,1,
0.0,0.0,0.0,,0.0,"50.0 kcal, 1",,quickinput-079045ee-b1cd-474b-a62d-4dc66fe2b613,1,0.0,0.0,0.0,2019-09-16 17:04:05.816,2019-09-16 17:02:50.214,,0.0,,0.0,Cheez-it small,0.0,,0.0,50.0,serving,,1nlD1Z6VIo,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,994e7452-b3aa-447e-b133-643eda4a185e,1,
0.0,0.0,0.0,,0.0,"70.0 kcal, 1",,quickinput-a30fefc2-d465-45e2-a28c-4bceeb9ad9d2,1,0.0,0.0,0.0,2019-09-16 17:04:05.884,2019-09-16 17:03:39.490,,0.0,,0.0,Biscoff ,0.0,,0.0,70.0,serving,,1nlD1Z6VIo,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,48514484-a328-422d-9e38-2ffd73c58943,1,
366.0,10.0,0.0,,12.0,"42 kcal, Per 100g",,fatsecret-33755,244,107.0,0.0,2.37,2019-09-16 17:04:05.940,2019-09-16 17:04:05.940,0.676,8.22,0.085,0.0,Milk (1% Lowfat with Added Vitamin A),12.69,,29.0,102.0,cup,,1nlD1Z6VIo,g,1.545,,com.sec.android.app.shealth,12.18,2.3921568,7d527467-b748-4b71-a283-8f6ec25592a8,1,
0.0,0.0,0.0,,0.0,"0 kcal, Per 100g",,fatsecret-33908,0,155.0,0.0,0.0,2019-09-23 13:42:10.815,2019-09-23 13:42:10.815,0.0,0.0,0.0,0.0,Salt,0.0,,0.0,0.0,dash,,1nlD1Z6VIo,g,0.0,,com.sec.android.app.shealth,0.0,,430b745c-1a2b-4eb6-9e83-4ef775f9735b,1,
0.0,0.0,0.0,,0.0,"884 kcal, Per 100g",,fatsecret-283520,14,0.0,0.0,13.5,2019-09-23 13:42:10.817,2019-09-23 13:42:10.817,9.85,0.0,1.421,0.0,Extra Virgin Olive Oil,0.0,,0.0,119.0,tablespoon,,1nlD1Z6VIo,g,1.864,,com.sec.android.app.shealth,0.0,0.11314824,213fcf7f-8b16-4661-9694-1d9f59c4b9a3,1,
0.0,0.0,0.0,,0.0,"130.0 kcal, 1",,quickinput-24cd3012-9e09-4c8c-a2f8-674cebf194df,1,0.0,0.0,0.0,2019-09-23 13:34:38.953,2019-09-23 13:32:43.930,,0.0,,0.0,Milk,0.0,,0.0,130.0,serving,,1nlD1Z6VIo,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,01d7fae9-7f7d-40ff-a516-cec691d7a9cc,1,
1.0,0.0,0.0,,0.0,"255 kcal, Per 100g",,fatsecret-33892,0,0.0,0.0,0.0,2019-09-23 13:42:10.816,2019-09-23 13:42:10.816,0.001,0.01,0.001,0.0,Black Pepper,0.0,,0.0,0.0,dash,,1nlD1Z6VIo,g,0.001,,com.sec.android.app.shealth,0.06,0.4,0ca08e04-d70d-4578-9843-925684b9cdda,1,
400.0,10.0,4.0,,20.0,"130 kcal, Per 1 cup",,fatsecret-11075450,240,130.0,,5.0,2019-09-23 13:40:01.170,2019-09-23 13:40:01.170,,8.0,,,2% Milk(Dairy Pure),12.0,,30.0,130.0,serving,,1nlD1Z6VIo,ml,3.0,,com.sec.android.app.shealth,12.0,,6fed579b-bf5b-40d5-b8da-12fb9d322585,1,
0.0,6.0,,,200.0,"70 kcal, Per 1 egg",,fatsecret-65700,56,75.0,0.0,4.5,2019-09-23 13:34:39.011,2019-09-23 13:34:39.011,0.0,7.0,0.0,4.0,Extra Large Grade A Eggs(Eggland's Best),0.0,,2.0,70.0,serving,,1nlD1Z6VIo,g,1.0,0.0,com.sec.android.app.shealth,0.0,0.8,9acadc6b-bbea-4525-b95b-931e9fb1a0c6,1,
233.0,0.0,149.0,,0.0,"32 kcal, Per 100g",,default-fatsecret-35976,152,2.0,3.0,0.46,2021-04-09 03:05:47.152,2021-04-09 03:05:47.152,0.065,1.02,0.236,4.0,Strawberries,7.08,,2.0,49.0,"cup, halves",,YijWzsdisX,g,0.023,,com.sec.android.app.shealth,11.67,3.1020408,0cb85b0b-17d2-4e72-8d2c-4d165b7f7a8f,1,
0.0,0.0,0.0,,0.0,"0 kcal, Per 100g",,default-fatsecret-37922,237,5.0,0.0,0.0,2021-04-09 03:05:47.160,2021-04-09 03:05:47.160,0.0,0.0,0.0,0.0,Water,0.0,,0.0,0.0,cup (8 fl oz),,YijWzsdisX,g,0.0,,com.sec.android.app.shealth,0.0,,ed97d41f-f92e-498a-a671-007140831442,1,
366.0,9.0,1.0,,20.0,"50 kcal, Per 100g",,default-fatsecret-800,244,100.0,0.0,4.81,2021-04-09 03:05:47.157,2021-04-09 03:05:47.157,1.366,8.05,0.178,0.0,2% Fat Milk,12.35,,28.0,122.0,cup,,YijWzsdisX,g,3.067,,com.sec.android.app.shealth,11.42,2.0,bd331a65-8adc-4cca-862c-490db83620b9,1,
422.0,2.0,17.0,,0.0,"89 kcal, Per 100g",,default-fatsecret-5388,118,1.0,3.1,0.39,2021-04-09 03:05:47.142,2021-04-09 03:05:47.142,0.038,1.29,0.086,2.0,Banana,14.43,,1.0,105.0,medium (7" to 7-7/8" long),,YijWzsdisX,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,43555b37-6381-4e59-86e8-64178c294166,1,
67.0,6.0,0.0,,210.0,"102 kcal, Per 53g",,default-fatsecret-3096,46,238.0,0.0,6.76,2021-04-09 03:05:47.145,2021-04-09 03:05:47.145,2.754,6.24,1.214,5.0,Fried Egg,0.38,,3.0,89.0,large,,YijWzsdisX,g,1.88,,com.sec.android.app.shealth,0.43,0.5135135,e62b09bf-737a-4704-a3ee-6d89f1edd525,1,
301.0,0.0,2.0,,68.0,"110 kcal, Per 100g",,default-fatsecret-4881229,118,77.0,0.0,1.46,2021-04-09 03:05:47.154,2021-04-09 03:05:47.154,0.354,27.25,0.33,5.0,Skinless Chicken Breast,0.0,,1.0,130.0,"breast, bone and skin removed",,YijWzsdisX,g,0.389,0.024,com.sec.android.app.shealth,0.0,0.9076923,dd770677-17bd-449b-a5df-b17b2845bc1f,1,
,0.0,0.0,,0.0,"140 kcal, Per 1 can",,default-fatsecret-3650710,12,45.0,0.0,0.0,2021-04-09 03:05:47.156,2021-04-09 03:05:47.156,0.0,0.0,0.0,0.0,Coco-Cola Classic (12 oz)(Coca-Cola),39.0,,0.0,140.0,serving,,YijWzsdisX,oz,0.0,0.0,com.sec.android.app.shealth,39.0,,6ffd0ff7-7f40-4029-92ca-e4301d0811bf,1,
0.0,0.0,0.0,,0.0,"0 kcal, Per 100g",,default-fatsecret-37922,237,5.0,0.0,0.0,2021-04-09 03:05:47.156,2021-04-09 03:05:47.156,0.0,0.0,0.0,0.0,Water,0.0,,0.0,0.0,cup (8 fl oz),,YijWzsdisX,g,0.0,,com.sec.android.app.shealth,0.0,,356f50eb-3ac3-4d33-ba1c-2a3db9d0d0d4,1,
,0.0,0.0,,0.0,"140 kcal, Per 1 can",,default-fatsecret-3650710,12,45.0,0.0,0.0,2021-04-09 03:05:47.161,2021-04-09 03:05:47.161,0.0,0.0,0.0,0.0,Coco-Cola Classic (12 oz)(Coca-Cola),39.0,,0.0,140.0,serving,,YijWzsdisX,oz,0.0,0.0,com.sec.android.app.shealth,39.0,,c63cfd55-823f-4558-a849-04652fc2540e,1,
67.0,6.0,0.0,,210.0,"102 kcal, Per 53g",,default-fatsecret-3096,46,238.0,0.0,6.76,2021-04-09 03:05:47.153,2021-04-09 03:05:47.153,2.754,6.24,1.214,5.0,Fried Egg,0.38,,3.0,89.0,large,,YijWzsdisX,g,1.88,,com.sec.android.app.shealth,0.43,0.5135135,fabee59b-11a1-4533-a639-ed2b92a46abf,1,
86.0,0.0,0.0,,0.0,"49 kcal, Per 175g",,default-fatsecret-2479597,177,11.0,0.0,1.42,2021-04-09 03:05:47.155,2021-04-09 03:05:47.155,0.04,0.38,0.004,0.0,Coffee with Cream and Sugar,8.51,,0.0,50.0,coffee cup (6 fl oz),,YijWzsdisX,g,1.295,,com.sec.android.app.shealth,9.14,3.7,52707e21-e3fc-4e18-b3e9-d27d5809adf4,1,
366.0,9.0,1.0,,20.0,"50 kcal, Per 100g",,default-fatsecret-800,244,100.0,0.0,4.81,2021-04-09 03:05:47.161,2021-04-09 03:05:47.161,1.366,8.05,0.178,0.0,2% Fat Milk,12.35,,28.0,122.0,cup,,YijWzsdisX,g,3.067,,com.sec.android.app.shealth,11.42,2.0,2f0946c1-76b6-4a83-83f4-bd92eb74db7a,1,
170.0,17.0,20.0,,0.0,"30 kcal, Per 100g",,default-fatsecret-35984,152,2.0,0.6,0.23,2021-04-09 03:05:47.151,2021-04-09 03:05:47.151,0.056,0.93,0.076,2.0,Watermelon,9.42,,1.0,46.0,"cup, diced",,YijWzsdisX,g,0.024,,com.sec.android.app.shealth,11.48,3.347826,32b3b59c-acc1-4cc9-a29d-4a32dcc3a2e6,1,
111.0,0.0,0.0,,0.0,"1 kcal, Per 100g",,default-fatsecret-7331,237,5.0,0.0,0.05,2021-04-09 03:05:47.148,2021-04-09 03:05:47.148,0.028,0.28,0.002,0.0,Coffee,0.0,,0.0,2.0,mug (8 fl oz),,YijWzsdisX,g,0.005,,com.sec.android.app.shealth,0.09,88.5,722b0736-444f-4a53-b2e1-f11fe39ae6e1,1,
301.0,0.0,2.0,,68.0,"110 kcal, Per 100g",,default-fatsecret-4881229,118,77.0,0.0,1.46,2021-04-09 03:05:47.146,2021-04-09 03:05:47.146,0.354,27.25,0.33,5.0,Skinless Chicken Breast,0.0,,1.0,130.0,"breast, bone and skin removed",,YijWzsdisX,g,0.389,0.024,com.sec.android.app.shealth,0.0,0.9076923,39acb39f-ffa5-4baa-8420-d23aca027bd0,1,
422.0,2.0,17.0,,0.0,"89 kcal, Per 100g",,default-fatsecret-5388,118,1.0,3.1,0.39,2021-04-09 03:05:47.151,2021-04-09 03:05:47.151,0.038,1.29,0.086,2.0,Banana,14.43,,1.0,105.0,medium (7" to 7-7/8" long),,YijWzsdisX,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,238fa7ee-caaa-4c94-83c7-944595fab5fd,1,
111.0,0.0,0.0,,0.0,"1 kcal, Per 100g",,default-fatsecret-7331,237,5.0,0.0,0.05,2021-04-09 03:05:47.155,2021-04-09 03:05:47.155,0.028,0.28,0.002,0.0,Coffee,0.0,,0.0,2.0,mug (8 fl oz),,YijWzsdisX,g,0.005,,com.sec.android.app.shealth,0.09,88.5,23bc2398-ca15-4485-ac8a-698a4496e15f,1,
170.0,17.0,20.0,,0.0,"30 kcal, Per 100g",,default-fatsecret-35984,152,2.0,0.6,0.23,2021-04-09 03:05:47.143,2021-04-09 03:05:47.143,0.056,0.93,0.076,2.0,Watermelon,9.42,,1.0,46.0,"cup, diced",,YijWzsdisX,g,0.024,,com.sec.android.app.shealth,11.48,3.347826,f054ba92-5c3c-48f3-952f-82ffb739dcb9,1,
233.0,0.0,149.0,,0.0,"32 kcal, Per 100g",,default-fatsecret-35976,152,2.0,3.0,0.46,2021-04-09 03:05:47.144,2021-04-09 03:05:47.144,0.065,1.02,0.236,4.0,Strawberries,7.08,,2.0,49.0,"cup, halves",,YijWzsdisX,g,0.023,,com.sec.android.app.shealth,11.67,3.1020408,24103e7d-9806-4795-b93f-19fa645034bf,1,
86.0,0.0,0.0,,0.0,"49 kcal, Per 175g",,default-fatsecret-2479597,177,11.0,0.0,1.42,2021-04-09 03:05:47.147,2021-04-09 03:05:47.147,0.04,0.38,0.004,0.0,Coffee with Cream and Sugar,8.51,,0.0,50.0,coffee cup (6 fl oz),,YijWzsdisX,g,1.295,,com.sec.android.app.shealth,9.14,3.7,e3e09391-7c08-49d1-8b2a-4bc1fd12ed67,1,
301.0,0.0,2.0,0.0,68.0,"110 kcal, Per 100g",,default-fatsecret-4881229,118,77.0,0.0,1.46,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.354,27.25,0.33,5.0,Skinless Chicken Breast,0.0,0.0,1.0,130.0,"breast, bone and skin removed",,OKVbQxqZP/,g,0.389,0.024,com.sec.android.app.shealth,0.0,0.9076923,b3f55505-bd40-4d6c-8c18-30a93cbaafd9,1,
86.0,0.0,0.0,0.0,0.0,"49 kcal, Per 175g",,default-fatsecret-2479597,177,11.0,0.0,1.42,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.04,0.38,0.004,0.0,Coffee with Cream and Sugar,8.51,0.0,0.0,50.0,coffee cup (6 fl oz),,OKVbQxqZP/,g,1.295,,com.sec.android.app.shealth,9.14,3.7,2a683cd7-cdab-4370-bd5e-e599ac917f4b,1,
111.0,0.0,0.0,0.0,0.0,"1 kcal, Per 100g",,default-fatsecret-7331,237,5.0,0.0,0.05,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.028,0.28,0.002,0.0,Coffee,0.0,0.0,0.0,2.0,mug (8 fl oz),,OKVbQxqZP/,g,0.005,,com.sec.android.app.shealth,0.09,88.5,149f07b9-20af-4c37-a08e-15e8a183aad7,1,
0.0,0.0,0.0,0.0,0.0,"0 kcal, Per 100g",,default-fatsecret-37922,237,5.0,0.0,0.0,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.0,0.0,0.0,0.0,Water,0.0,0.0,0.0,0.0,cup (8 fl oz),,OKVbQxqZP/,g,0.0,,com.sec.android.app.shealth,0.0,,ecf98a0d-9dd9-4f2d-9ff4-fc6a2d4ffdac,1,
422.0,2.0,17.0,0.0,0.0,"89 kcal, Per 100g",,default-fatsecret-5388,118,1.0,3.1,0.39,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.038,1.29,0.086,2.0,Banana,14.43,0.0,1.0,105.0,medium (7" to 7-7/8" long),,OKVbQxqZP/,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,28f41793-d9d7-4aae-852c-9880c3eb1b19,1,
170.0,17.0,20.0,0.0,0.0,"30 kcal, Per 100g",,default-fatsecret-35984,152,2.0,0.6,0.23,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.056,0.93,0.076,2.0,Watermelon,9.42,0.0,1.0,46.0,"cup, diced",,OKVbQxqZP/,g,0.024,,com.sec.android.app.shealth,11.48,3.347826,836b82ea-13b5-4d1b-a62e-a3fefb54cdb9,1,
233.0,0.0,149.0,0.0,0.0,"32 kcal, Per 100g",,default-fatsecret-35976,152,2.0,3.0,0.46,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.065,1.02,0.236,4.0,Strawberries,7.08,0.0,2.0,49.0,"cup, halves",,OKVbQxqZP/,g,0.023,,com.sec.android.app.shealth,11.67,3.1020408,c336316c-ce09-462b-a02a-595b1bd117ff,1,
366.0,9.0,1.0,0.0,20.0,"50 kcal, Per 100g",,default-fatsecret-800,244,100.0,0.0,4.81,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,1.366,8.05,0.178,0.0,2% Fat Milk,12.35,0.0,28.0,122.0,cup,,OKVbQxqZP/,g,3.067,,com.sec.android.app.shealth,11.42,2.0,1c6b5c3a-7eb2-4641-9e34-143a8a037181,1,
67.0,6.0,0.0,0.0,210.0,"102 kcal, Per 53g",,default-fatsecret-3096,46,238.0,0.0,6.76,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,2.754,6.24,1.214,5.0,Fried Egg,0.38,0.0,3.0,89.0,large,,OKVbQxqZP/,g,1.88,,com.sec.android.app.shealth,0.43,0.5135135,55ae66f2-ac36-4e00-9d32-1db101510e90,1,
,0.0,0.0,0.0,0.0,"140 kcal, Per 1 can",,default-fatsecret-3650710,12,45.0,0.0,0.0,2024-04-07 20:31:51.498,2024-04-07 20:31:51.498,0.0,0.0,0.0,0.0,Coco-Cola Classic (12 oz)(Coca-Cola),39.0,0.0,0.0,140.0,serving,,OKVbQxqZP/,oz,0.0,0.0,com.sec.android.app.shealth,39.0,,57808ddb-0dea-4964-b8af-4e9266da74f4,1,
110.0,0.0,0.0,0.0,4.0,"200 kcal, Per 1 package",,fatsecret-7236536,38,310.0,,11.0,2024-04-30 16:13:08.821,2024-04-30 16:13:08.821,6.0,2.0,2.0,5.5555553,Cheese Cracker Sandwiches(Ritz),5.0,2.0,6.1538463,200.0,serving,,OKVbQxqZP/,g,3.0,0.0,com.sec.android.app.shealth,22.0,0.19,fc0744b1-d405-4685-9432-7034e288d603,1,
50.0,0.0,0.0,0.0,0.0,"130 kcal, Per 2 cracker sheets",,fatsecret-309383,30,135.0,1.0,3.5,2024-04-30 18:17:00.864,2024-04-30 18:17:00.864,0.5,2.0,1.5,5.5555553,Grahams Crackers Original(Nabisco),7.0,7.0,1.5384616,130.0,serving,,OKVbQxqZP/,g,1.0,0.0,com.sec.android.app.shealth,23.0,0.23076923,b8ec1875-1dae-4392-b54b-1879103c8dcd,1,
110.0,0.0,0.0,0.0,0.0,"220 kcal, Per 1 pack",,fatsecret-10008301,42,220.0,1.0,12.0,2024-04-30 18:20:34.486,2024-04-30 18:20:34.486,,3.0,,0.0,Ritz Bits Cheese (42g)(Ritz),6.0,,0.0,220.0,serving,,OKVbQxqZP/,g,4.0,0.0,com.sec.android.app.shealth,26.0,0.19090909,d33236d6-d81a-41d3-b41a-332399e9d71f,1,
420.0,0.0,0.0,0.0,10.0,"150 kcal, Per 1 cup",,fatsecret-4688256,240,160.0,0.0,2.5,2024-05-02 10:59:03.070,2024-05-02 10:59:03.070,,8.0,,0.0,Lowfat Chocolate Milk(Nesquik),24.0,,0.0,150.0,serving,,OKVbQxqZP/,ml,1.5,0.0,com.sec.android.app.shealth,25.0,,06e9b77f-a893-4f8e-b66a-881fc3eb83e0,1,
55.0,0.0,0.0,0.0,0.0,,,fatsecret-57573,30,75.0,1.0,0.0,2025-01-01 22:09:14.752,2025-01-01 22:09:14.752,,0.0,,0.0,Medium Salsa(Tostitos),1.0,,0.30769232,10.0,serving,,OKVbQxqZP/,ml,,,com.sec.android.app.shealth,2.0,,401db7d0-8e4b-4b20-9508-99f80a596e01,1,
314.0,8.666667,25.222221,0.0,0.0,,,fatsecret-1011843,280,0.0,1.0,0.0,2025-01-01 22:10:22.055,2025-01-01 22:10:22.055,,1.0,,3.7222223,Seedless Watermelon(Pure Heart),20.0,,1.5384616,80.0,serving,,OKVbQxqZP/,g,,,com.sec.android.app.shealth,21.0,3.5,ce74b19c-3308-4492-9848-6f52737d0f8d,1,
37.0,0.0,0.0,0.0,0.0,,,fatsecret-39048,28,146.0,0.8,2.04,2025-01-02 00:06:13.156,2025-01-02 00:06:13.156,1.037,2.35,0.339,4.888889,Dinner Rolls,0.73,,2.5384614,84.0,"roll (pan, dinner, or small roll) (2"" square, 2"" high)",,OKVbQxqZP/,g,0.491,,com.sec.android.app.shealth,14.11,0.33333334,dac927ff-1329-4107-b743-afa2ba1c1061,1,
,0.0,0.0,0.0,0.0,,,fatsecret-248876,15,10.0,0.0,0.0,2024-12-28 15:55:44.826,2024-12-28 15:55:44.826,,0.0,,0.0,Peppermint Starlight Mints(Great Value),10.0,,0.0,60.0,serving,,OKVbQxqZP/,g,0.0,,com.sec.android.app.shealth,15.0,0.25,7802df9b-3ee4-4024-ab62-a7eb52f35117,1,
0.0,0.0,0.0,0.0,25.0,,,fatsecret-2618932,53,510.0,0.0,1.5,2025-01-02 00:04:11.683,2025-01-02 00:04:11.683,0.0,10.0,0.0,2.2222223,Honey Ham(Hillshire Farm),3.0,0.0,0.0,70.0,serving,,OKVbQxqZP/,g,0.5,0.0,com.sec.android.app.shealth,4.0,0.75714284,b28a6626-52eb-4ee0-a750-1c07ffd056a8,1,
170.0,0.0,0.0,,0.0,"200 kcal, Per 2 tbsp ",,fatsecret-49842,34,115.0,2.0,15.0,2025-01-01 17:02:36.128,2019-03-31 19:43:51.351,,7.0,,2.0,Honey Roasted Crunchy Peanut Butter(Peter Pan),7.0,,0.0,200.0,serving,,OKVbQxqZP/,g,3.0,0.0,com.sec.android.app.shealth,11.0,0.17,012dd77b-2854-4852-973b-dbc1bd9bb9a7,1,
617.0,8.111111,14.444445,0.0,2.0,,,fatsecret-5780,210,531.0,3.2,6.59,2025-01-02 00:06:13.156,2025-01-02 00:06:13.156,2.93,3.84,1.84,3.1666667,Mashed Potato made with Milk and Fat (from Fresh),2.75,,3.3846154,218.0,cup,,OKVbQxqZP/,g,1.453,,com.sec.android.app.shealth,36.71,0.96330273,243a5189-0d0a-4ff3-b5e4-f97237db127a,1,
,0.0,0.0,0.0,0.0,,,fatsecret-228896,34,310.0,1.0,4.5,2025-01-01 17:02:36.136,2025-01-01 17:02:36.136,,2.0,,0.0,All Purpose Baking Mix(Jiffy),1.0,1.0,0.0,140.0,serving,,OKVbQxqZP/,g,2.0,,com.sec.android.app.shealth,22.0,0.24285714,16673573-2bec-43a9-a0a4-ac71cd5124da,1,
,0.0,0.0,0.0,,,,fatsecret-82318,30,30.0,,0.0,2025-01-01 17:02:36.136,2025-01-01 17:02:36.136,,0.0,,0.0,Butter Rich Syrup(Aunt Jemima),15.0,15.0,0.0,100.0,serving,,OKVbQxqZP/,ml,0.0,,com.sec.android.app.shealth,25.0,,b2fdf94a-7c95-48f0-850d-6ff80dc51932,1,
,0.0,0.0,0.0,0.0,,,fatsecret-56817,28,130.0,2.0,7.0,2025-01-01 22:09:14.752,2025-01-01 22:09:14.752,,2.0,,0.0,Yellow Round Tortilla Chips(Shearer's),0.0,,0.0,150.0,serving,,OKVbQxqZP/,g,1.0,,com.sec.android.app.shealth,18.0,0.18666667,580f35b3-84e9-4742-9cf9-9db764d55e20,1,
210.0,0.0,0.0,0.0,15.0,,,fatsecret-1110286,112,860.0,1.0,12.0,2025-01-02 00:06:13.156,2025-01-02 00:06:13.156,,13.0,,16.666666,Velveeta Shells & Cheese Original(Kraft),4.0,0.0,11.538462,370.0,serving,,OKVbQxqZP/,g,3.0,0.0,com.sec.android.app.shealth,49.0,0.3027027,0506a857-0681-4c91-ad85-4bccf60408e0,1,
223.0,9.555555,2.1111112,0.0,37.0,,,fatsecret-39927,113,616.0,,14.15,2025-01-03 17:10:51.384,2025-01-03 17:10:51.384,5.347,15.96,1.09,13.5,Cheeseburger (Single Patty with Condiments),,,8.538462,295.0,sandwich,,OKVbQxqZP/,g,6.308,,com.sec.android.app.shealth,26.53,0.38305086,ef6fabc2-7806-4406-be74-ef7592c5c3ab,1,
,0.0,140.0,0.0,0.0,,,fatsecret-57699,240,170.0,0.0,0.0,2025-01-03 17:16:07.075,2025-01-01 17:05:56.360,,0.0,,0.0,Diet Mixed Berry Green Tea(Lipton),0.0,,0.0,0.0,serving,,OKVbQxqZP/,ml,0.0,,com.sec.android.app.shealth,0.0,,4f7b1af1-20b6-49ff-983d-b0cbc428346a,1,
,0.0,0.0,0.0,0.0,,,fatsecret-68752930,125,240.0,5.0,24.0,2025-01-04 03:10:06.684,2025-01-04 03:10:06.684,,5.0,,0.0,Medium Chick-Fil-A Waffle Potato Fries(Chick-Fil-A),1.0,,0.0,420.0,serving,,OKVbQxqZP/,g,4.0,0.0,com.sec.android.app.shealth,45.0,0.29761904,2d3dd887-dd37-4b59-9163-6790da8e102c,1,
,0.0,0.0,0.0,85.0,,,fatsecret-68752649,95,440.0,0.0,3.0,2025-01-04 03:10:06.684,2025-01-04 03:10:06.684,,25.0,,0.0,8 Ct Grilled Nuggets(Chick-Fil-A),1.0,,0.0,130.0,serving,,OKVbQxqZP/,g,0.5,0.0,com.sec.android.app.shealth,1.0,0.7307692,a58175cc-0206-4031-a146-3a42106fad45,1,
,0.0,0.0,0.0,0.0,,,fatsecret-68753707,562,0.0,0.0,0.0,2025-01-04 03:10:06.684,2025-01-04 03:10:06.684,,0.0,,0.0,Medium Freshly-Brewed Iced Tea Sweetened(Chick-Fil-A),26.0,,0.0,100.0,serving,,OKVbQxqZP/,ml,0.0,0.0,com.sec.android.app.shealth,26.0,,59fd1ba3-25cc-43fd-8d4e-4bdbac9bcd07,1,
53.0,0.0,0.0,0.0,0.0,,,fatsecret-5155222,1,210.0,1.0,11.0,2025-01-04 03:10:59.099,2025-01-04 03:10:59.099,0.0,1.0,0.0,2.2222223,Crunchy Cheetos (1 oz)(Cheetos),1.0,0.0,1.1538461,150.0,serving,,OKVbQxqZP/,oz,1.5,0.0,com.sec.android.app.shealth,13.0,,b98ad40d-907b-4bb0-806a-2fd8153bfb13,1,
10.0,0.0,0.5555556,0.0,0.0,,,fatsecret-5422,5,0.0,0.0,0.01,2025-01-04 03:23:09.885,2025-01-04 03:23:09.885,0.0,0.04,0.002,0.11111111,Grapes,0.77,,0.0,3.0,"grape, seedless",,OKVbQxqZP/,g,0.003,,com.sec.android.app.shealth,0.9,1.6666666,259d8065-9c40-4ef6-b1d3-6fa9cfad1592,1,
67.0,7.7777777,0.0,0.0,212.0,,,fatsecret-3092,50,70.0,0.0,4.97,2025-01-04 15:46:16.672,2025-01-04 15:46:16.672,1.905,6.29,0.682,5.111111,Egg,0.38,,2.0,74.0,large,,OKVbQxqZP/,g,1.55,,com.sec.android.app.shealth,0.38,0.6756757,7473b0c4-a3eb-4622-b608-1776447c91b7,1,
15.0,0.0,0.0,0.0,0.0,,,fatsecret-4278773,16,130.0,0.0,4.5,2025-01-04 04:19:19.489,2025-01-04 04:19:19.489,1.0,1.0,2.0,194.44444,Crackers - Fresh Stack(Ritz),1.0,1.0,1.5384616,80.0,serving,,OKVbQxqZP/,g,1.0,0.0,com.sec.android.app.shealth,10.0,0.2,d24d99b0-074e-4bd2-9c41-829ffc68f806,1,
,0.0,0.0,0.0,,,,fatsecret-4088713,57,10.0,,0.0,2025-01-04 03:47:47.043,2025-01-04 03:47:47.043,,0.0,,0.0,Authentic Italian Ices(Wyler's),11.0,,0.0,60.0,serving,,OKVbQxqZP/,g,,,com.sec.android.app.shealth,14.0,0.95,f42326b3-c585-402b-8b96-58e513c7999c,1,
0.0,0.0,0.0,0.0,20.0,,,fatsecret-1684000,28,180.0,0.0,7.0,2025-01-04 04:19:06.888,2025-01-04 04:19:06.888,0.0,5.0,0.0,0.0,Spreadable Sharp Cheddar Cheese(Kaukauna),3.0,,0.0,90.0,serving,,OKVbQxqZP/,g,3.5,0.0,com.sec.android.app.shealth,3.0,0.31111112,71cba9ac-5c4f-41fa-86ff-80548a744deb,1,
99.0,0.0,0.0,0.0,0.0,,,fatsecret-6140142,0,0.0,0.0,0.0,2025-01-04 04:22:25.863,2025-01-04 04:22:25.863,0.0,0.0,0.0,0.0,Potassium Gluconate(Spring Valley),0.0,,0.0,0.0,serving,,OKVbQxqZP/,,0.0,0.0,com.sec.android.app.shealth,0.0,,b2a01f1c-b3fe-4183-a726-e6cf852cc8d2,1,
80.0,83.333336,100.0,65.0,0.0,,,fatsecret-902170,0,0.0,0.0,0.0,2025-01-04 03:52:36.206,2025-01-04 03:52:36.206,0.0,0.0,0.0,44.444443,Multivitamin(Target),0.0,,16.923077,0.0,serving,,OKVbQxqZP/,,0.0,0.0,com.sec.android.app.shealth,0.5,,378027e2-4d03-4458-b106-273673a59166,1,
