com.samsung.shealth.exercise.periodization_training_schedule,6307003,1
create_sh_ver,start_time,coach_id,status,schedule,modify_sh_ver,update_time,create_time,type,time_offset,deviceuuid,pkg_name,program_uuid,datauuid
63020270,2025-07-03 03:28:33.875,mcmtsyfn_aj,1,ad7be164-d879-453e-99dd-bb05b73b2107.schedule.json,63051050,2025-10-12 03:25:35.613,2025-07-03 03:28:33.934,1,UTC-0400,OOh3/TRIp1,com.sec.android.app.shealth,af8de014-37f9-4b04-a06e-e0a363bd2e66,ad7be164-d879-453e-99dd-bb05b73b2107,
