com.samsung.shealth.social.public_challenge.extra,6307003,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2024-04-16 01:22:12.642,2024-04-16 01:22:12.642,2,{"uiViewStatusItemList":[]},OKVbQxqZP/,com.sec.android.app.shealth,4f61ab6b-a790-4282-badf-0fb75822fa84,
