Name,Artist,Composer,Album,Grouping,Work,Movement Number,Movement Count,Movement Name,Genre,Size,Time,Disc Number,Disc Count,Track Number,Track Count,Year,Date Modified,Date Added,Bit Rate,Sample Rate,Volume Adjustment,Kind,Equalizer,Comments,Plays,Last Played,Skips,Last Skipped,My Rating,Location
Peacefield,Ghost,A Ghoul Writer, Salem Al Fakir & Vincent Pontare,Skeletá,,,,,,Metal,12901686,340,1,1,1,10,2025,2/19/26, 9:51 PM,1/16/26, 5:20 AM,256,44100,,Apple Music AAC audio file,,,77,2/22/26, 5:26 PM,12,2/20/26, 5:51 AM,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/01 Peacefield.m4p
Lachryma,Ghost,A Ghoul Writer & Max Grahn,Skeletá,,,,,,Metal,35840000,276,1,1,2,10,2025,2/22/26, 5:20 PM,1/16/26, 5:20 AM,,,,HLS media,,,59,2/22/26, 5:30 PM,3,2/9/26, 6:22 AM,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/02 Lachryma.movpkg/
Satanized,Ghost,A Ghoul Writer, Salem Al Fakir & Vincent Pontare,Skeletá,,,,,,Metal,30728192,236,1,1,3,10,2025,2/22/26, 5:20 PM,1/16/26, 5:20 AM,,,,HLS media,,,72,2/22/26, 5:34 PM,3,2/11/26, 5:18 AM,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/03 Satanized.movpkg/
Guiding Lights,Ghost,A Ghoul Writer & Max Grahn,Skeletá,,,,,,Metal,26497024,204,1,1,4,10,2025,2/22/26, 5:20 PM,1/16/26, 5:20 AM,,,,HLS media,,,35,2/22/26, 5:38 PM,,,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/04 Guiding Lights.movpkg/
De Profundis Borealis,Ghost,A Ghoul Writer & Max Grahn,Skeletá,,,,,,Metal,35368960,272,1,1,5,10,2025,2/22/26, 5:20 PM,1/16/26, 5:20 AM,,,,HLS media,,,14,2/22/26, 5:42 PM,1,1/19/26, 4:19 PM,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/05 De Profundis Borealis.movpkg/
Cenotaph,Ghost,A Ghoul Writer & Max Grahn,Skeletá,,,,,,Metal,33415168,257,1,1,6,10,2025,2/22/26, 5:20 PM,1/16/26, 5:20 AM,,,,HLS media,,,12,2/22/26, 5:46 PM,,,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/06 Cenotaph.movpkg/
Missilia Amori,Ghost,A Ghoul Writer,Skeletá,,,,,,Metal,10409504,271,1,1,7,10,2025,2/19/26, 7:23 PM,1/16/26, 5:20 AM,256,44100,,Apple Music AAC audio file,,,17,2/22/26, 5:51 PM,,,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/07 Missilia Amori.m4p
Marks Of The Evil One,Ghost,A Ghoul Writer,Skeletá,,,,,,Metal,33079296,255,1,1,8,10,2025,2/22/26, 5:20 PM,1/16/26, 5:20 AM,,,,HLS media,,,30,2/22/26, 5:55 PM,3,1/31/26, 6:21 PM,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/08 Marks Of The Evil One.movpkg/
Umbra,Ghost,A Ghoul Writer & Max Grahn,Skeletá,,,,,,Metal,42979328,331,1,1,9,10,2025,2/22/26, 5:21 PM,1/16/26, 5:20 AM,,,,HLS media,,,50,2/21/26, 10:53 PM,,,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/09 Umbra.movpkg/
Excelsis,Ghost,A Ghoul Writer & Max Grahn,Skeletá,,,,,,Metal,46854144,361,1,1,10,10,2025,2/22/26, 5:21 PM,1/16/26, 5:20 AM,,,,HLS media,,,8,2/21/26, 9:57 PM,3,2/22/26, 3:23 AM,,disk0s2/Users/aidenross/Music/Music/Media.localized/Apple Music/Ghost/Skeletá/10 Excelsis.movpkg/
