"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.166042499E0,1.738826632E0,-4.615541458E0,6.065887213E-1,4.969375301E0
4.168199687E0,1.848782301E0,-4.731606007E0,5.235111117E-1,5.106873337E0
4.170356874E0,1.945298910E0,-4.831787586E0,4.367683232E-1,5.226961421E0
4.172514062E0,2.027154684E0,-4.918530464E0,3.475820720E-1,5.331239193E0
4.174671197E0,2.087019444E0,-4.996721268E0,2.547306120E-1,5.421047986E0
4.176828385E0,2.135888815E0,-5.059029579E0,1.667660922E-1,5.493961434E0
4.178985572E0,2.171318769E0,-5.101789951E0,7.757982612E-2,5.545169478E0
4.181142760E0,2.195753336E0,-5.145771980E0,-9.162971750E-3,5.594674785E0
4.183299895E0,2.210414171E0,-5.197084904E0,-9.101885557E-2,5.648354339E0
4.185457083E0,2.220188141E0,-5.238623619E0,-1.667660922E-1,5.692119441E0
4.187614270E0,2.226296663E0,-5.277719021E0,-2.388481349E-1,5.733041368E0
4.189771458E0,2.233627081E0,-5.316814423E0,-3.084867001E-1,5.775185675E0
4.191928593E0,2.236070633E0,-5.351022720E0,-3.732383847E-1,5.811433809E0
4.194085781E0,2.237292290E0,-5.348579407E0,-4.355465770E-1,5.813989962E0
4.196242968E0,2.240957499E0,-5.300931931E0,-4.966330528E-1,5.776539988E0
4.198400156E0,2.240957499E0,-5.192197800E0,-5.516108871E-1,5.681996398E0
4.200557343E0,2.239735603E0,-5.032151222E0,-6.017017961E-1,5.540848901E0
4.202714479E0,2.233627081E0,-4.820792198E0,-6.456840634E-1,5.352199105E0
4.204871666E0,2.215301037E0,-4.597215652E0,-6.750055552E-1,5.147580299E0
4.207028854E0,2.188423157E0,-4.366308689E0,-6.896663308E-1,4.932492993E0
4.209186041E0,2.155436277E0,-4.139067173E0,-6.896663308E-1,4.717353311E0
4.211343176E0,2.112675905E0,-3.935038090E0,-6.688969135E-1,4.516120828E0
4.213500364E0,2.069915295E0,-3.759109020E0,-6.346884966E-1,4.338004085E0
4.215657551E0,2.030819893E0,-3.597840786E0,-5.858193040E-1,4.172753529E0
4.217814739E0,1.999055028E0,-3.465893984E0,-5.271763206E-1,4.035660663E0
4.219971874E0,1.974620342E0,-3.365712166E0,-4.575377107E-1,3.928929197E0
4.222129062E0,1.958737969E0,-3.288743258E0,-3.769035637E-1,3.846367500E0
4.224286249E0,1.948964119E0,-3.244760990E0,-2.926042378E-1,3.796386737E0
4.226443385E0,1.940411925E0,-3.238652229E0,-2.021962404E-1,3.780866306E0
4.228600572E0,1.939190269E0,-3.271639109E0,-1.081230640E-1,3.804703924E0
4.230757760E0,1.947742343E0,-3.341277599E0,-1.282816008E-2,3.867557471E0
4.232914947E0,1.961181402E0,-3.470780849E0,8.124501258E-2,3.987374192E0
4.235072083E0,1.985615969E0,-3.640601397E0,1.728747338E-1,4.150486113E0
4.237229270E0,2.019824505E0,-3.855625868E0,2.547306120E-1,4.360095131E0
4.239386458E0,2.067471743E0,-4.109745502E0,3.280344009E-1,4.612163708E0
4.241543645E0,2.124893188E0,-4.387078285E0,3.842339516E-1,4.889709876E0
4.243700833E0,2.190866470E0,-4.697397232E0,4.269944727E-1,5.200746189E0
4.245858020E0,2.269057274E0,-5.004051685E0,4.538725317E-1,5.513180067E0
4.248015156E0,2.350913048E0,-5.315592766E0,4.612029195E-1,5.830525426E0
4.250172343E0,2.433990717E0,-5.623468399E0,4.502073526E-1,6.144134952E0
4.252329531E0,2.508516312E0,-5.905687809E0,4.245510101E-1,6.430400154E0
4.254486666E0,2.575711250E0,-6.152477264E0,3.854556680E-1,6.681005988E0
4.256643854E0,2.634354353E0,-6.373610497E0,3.316995800E-1,6.904546200E0
4.258801041E0,2.679558277E0,-6.549539566E0,2.669478953E-1,7.081508474E0
4.260958229E0,2.706436396E0,-6.687594891E0,1.936441362E-1,7.217078456E0
4.263115364E0,2.717432022E0,-6.784111500E0,1.154534444E-1,7.309031067E0
4.265272551E0,2.708879948E0,-6.851306438E0,3.115410358E-2,7.367455535E0
4.267429739E0,2.690553904E0,-6.874519348E0,-4.825831577E-2,7.382440345E0
4.269586926E0,2.661232471E0,-6.859858990E0,-1.240055487E-1,7.359021742E0
4.271744062E0,2.627023935E0,-6.803658962E0,-1.924224049E-1,7.295756055E0
4.273901249E0,2.592815638E0,-6.704699039E0,-2.522871494E-1,7.193005696E0
4.276058437E0,2.556163788E0,-6.566643715E0,-3.023780584E-1,7.053099707E0
4.278215624E0,2.523176908E0,-6.376053810E0,-3.365865052E-1,6.865404167E0
4.280372760E0,2.498742342E0,-6.141481876E0,-3.573558927E-1,6.639971097E0
4.282529947E0,2.475529432E0,-5.891027451E0,-3.634645343E-1,6.400355995E0
4.284687135E0,2.460868835E0,-5.624690056E0,-3.536907136E-1,6.149643142E0
4.286844322E0,2.454760075E0,-5.369348526E0,-3.304778337E-1,5.913118147E0
4.289001510E0,2.457203627E0,-5.131111622E0,-2.901607752E-1,5.696520817E0
4.291158645E0,2.479194641E0,-4.914865494E0,-2.315177470E-1,5.509619711E0
4.293315833E0,2.514624834E0,-4.725497246E0,-1.569922417E-1,5.355213239E0
4.295473020E0,2.575711250E0,-4.548346519E0,-6.902772188E-2,5.227476383E0
4.297630208E0,2.660010576E0,-4.389521599E0,3.115410358E-2,5.132691956E0
4.299787343E0,2.771188021E0,-4.223366261E0,1.374445707E-1,5.053236253E0
4.301944531E0,2.910465240E0,-4.062098026E0,2.486219704E-1,5.003325012E0
4.304101718E0,3.075398684E0,-3.895942926E0,3.610210717E-1,4.976623812E0
4.306258906E0,3.257436514E0,-3.722457170E0,4.721984863E-1,4.968958788E0
4.308416093E0,3.454134941E0,-3.556302071E0,5.821541548E-1,4.991716746E0
4.310573229E0,3.654498577E0,-3.402364016E0,6.908880472E-1,5.040710966E0
4.312730416E0,3.852418661E0,-3.260643482E0,7.947350740E-1,5.109259173E0
4.314887604E0,4.044230461E0,-3.136027098E0,8.924734592E-1,5.194898926E0
4.317044739E0,4.221381187E0,-3.030958414E0,9.816597104E-1,5.288707198E0
4.319201926E0,4.388758183E0,-2.939328671E0,1.061072111E0,5.387645631E0
4.321359114E0,4.536587238E0,-2.864803076E0,1.123380303E0,5.481761007E0
4.323516301E0,4.668534279E0,-2.802495003E0,1.168584347E0,5.569091481E0
4.325673437E0,4.783376694E0,-2.743851900E0,1.199127555E0,5.643343223E0
4.327830624E0,4.888445377E0,-2.665661097E0,1.215010047E0,5.699025943E0
4.329987812E0,4.986183643E0,-2.576474905E0,1.216231823E0,5.742775471E0
4.332144999E0,5.070483208E0,-2.505614519E0,1.201570988E0,5.782013223E0
4.334302135E0,5.137678146E0,-2.442084789E0,1.173471212E0,5.808317273E0
4.336459322E0,5.190212727E0,-2.406654596E0,1.136819363E0,5.832894029E0
4.338616510E0,5.226864338E0,-2.393215418E0,1.094058871E0,5.851884795E0
4.340773697E0,5.247633934E0,-2.404211044E0,1.045189619E0,5.866030514E0
4.342930885E0,5.253742695E0,-2.435976028E0,9.914335608E-1,5.875264421E0
4.345088020E0,5.247633934E0,-2.476293087E0,9.340122342E-1,5.877250055E0
4.347245208E0,5.228085995E0,-2.528827429E0,8.765909672E-1,5.873351944E0
4.349402395E0,5.198764801E0,-2.588692188E0,8.118392825E-1,5.864091210E0
4.351559531E0,5.163334370E0,-2.640004873E0,7.409789562E-1,5.846254986E0
4.353716718E0,5.125461102E0,-2.671769857E0,6.652317643E-1,5.818181758E0
4.355873906E0,5.086365700E0,-2.690095663E0,5.821541548E-1,5.783306508E0
4.358031093E0,5.048491955E0,-2.677878380E0,4.941896200E-1,5.736072438E0
4.360188281E0,5.010618210E0,-2.647335291E0,4.001164436E-1,5.681088994E0
4.362345416E0,4.975188255E0,-2.614348650E0,3.023780584E-1,5.628387827E0
4.364502604E0,4.939757824E0,-2.580140114E0,2.046397030E-1,5.576756026E0
4.366659791E0,4.906771183E0,-2.542266607E0,1.093447953E-1,5.527339254E0
4.368816926E0,4.875006199E0,-2.519053698E0,1.649334840E-2,5.487402755E0
4.370974114E0,4.848128319E0,-2.499505997E0,-7.269290835E-2,5.455012620E0
4.373131301E0,4.828580856E0,-2.470184565E0,-1.533270627E-1,5.425911357E0
4.375288489E0,4.816363335E0,-2.434754372E0,-2.241873741E-1,5.401448380E0
4.377445676E0,4.807811260E0,-2.390772104E0,-2.889390290E-1,5.377204304E0
4.379602812E0,4.799259186E0,-2.329685450E0,-3.426951468E-1,5.345817336E0
4.381759999E0,4.788263798E0,-2.245386124E0,-3.842339516E-1,5.302533807E0
4.383917187E0,4.777267933E0,-2.157421589E0,-4.147771895E-1,5.258212332E0
4.386074374E0,4.763828754E0,-2.057239771E0,-4.331031144E-1,5.207098826E0
4.388231510E0,4.749168396E0,-1.968053579E0,-4.367683232E-1,5.159321846E0
4.390388697E0,4.735729218E0,-1.878867388E0,-4.306596816E-1,5.112997325E0
4.392545833E0,4.727177143E0,-1.809228778E0,-4.184423685E-1,5.078839093E0
4.394703020E0,4.717403412E0,-1.749364018E0,-3.976729810E-1,5.047010325E0
4.396860260E0,4.711294651E0,-1.691942692E0,-3.610210717E-1,5.018894657E0
4.399017395E0,4.708851337E0,-1.640630126E0,-3.182605505E-1,4.996622650E0
4.401174583E0,4.708851337E0,-1.586874008E0,-2.645044625E-1,4.976084067E0
4.403331718E0,4.711294651E0,-1.523344040E0,-2.034179717E-1,4.955628439E0
4.405488906E0,4.718625069E0,-1.453705430E0,-1.386663020E-1,4.939424092E0
4.407646093E0,4.729620457E0,-1.365740895E0,-7.147117704E-2,4.923379529E0
4.409803281E0,4.744281292E0,-1.271667719E0,-1.832594397E-3,4.911756012E0
4.411960468E0,4.760163784E0,-1.172707677E0,6.902772188E-2,4.902975359E0
4.414117604E0,4.776046276E0,-1.067638874E0,1.398880333E-1,4.895920696E0
4.416274843E0,4.789485455E0,-9.699005485E-1,2.144135386E-1,4.891405847E0
4.418431979E0,4.796815872E0,-8.868229389E-1,3.011563420E-1,4.887391183E0
4.420589166E0,4.801702499E0,-8.074105382E-1,3.903425932E-1,4.884733975E0
4.422746354E0,4.802924156E0,-7.389936447E-1,4.831940532E-1,4.883407473E0
4.424903489E0,4.798037529E0,-6.705768108E-1,5.748237371E-1,4.878653474E0
4.427060676E0,4.788263798E0,-5.899426341E-1,6.652317643E-1,4.870116611E0
4.429217812E0,4.774824619E0,-5.031998754E-1,7.556397319E-1,4.860365384E0
4.431375051E0,4.752833366E0,-4.103484154E-1,8.448259830E-1,4.844743726E0
4.433532187E0,4.722290039E0,-3.040579557E-1,9.327905178E-1,4.823128923E0
4.435689374E0,4.684416771E0,-1.953240186E-1,1.017089844E0,4.797539339E0
4.437846562E0,4.636769295E0,-7.437278330E-2,1.105054379E0,4.767211552E0
4.440003749E0,4.583013058E0,4.535670951E-2,1.190575480E0,4.735349606E0
4.442160885E0,4.526813507E0,1.675296724E-1,1.273653030E0,4.705560409E0
4.444318072E0,4.466948509E0,2.897026241E-1,1.356730700E0,4.677421810E0
4.446475260E0,4.407083988E0,4.021017551E-1,1.434921384E0,4.652211783E0
4.448632395E0,4.344775677E0,5.108356476E-1,1.507003427E0,4.626995577E0
4.450789583E0,4.284911156E0,6.171261668E-1,1.572976828E0,4.606035651E0
4.452946770E0,4.222602844E0,7.087558508E-1,1.635285020E0,4.583324856E0
4.455103958E0,4.161516190E0,7.869465351E-1,1.687819362E0,4.559192477E0
4.457261093E0,4.100430012E0,8.675807118E-1,1.736688614E0,4.536773073E0
4.459418281E0,4.043008327E0,9.372192621E-1,1.779449105E0,4.515610191E0
4.461575468E0,3.992917538E0,1.025183797E0,1.814879298E0,4.504240130E0
4.463732656E0,3.946491957E0,1.100931048E0,1.844200730E0,4.493097403E0
4.465889843E0,3.907396555E0,1.181565166E0,1.872300506E0,4.491030312E0
4.468046979E0,3.876853228E0,1.268308043E0,1.893069983E0,4.496922303E0
4.470204166E0,3.852418661E0,1.362381220E0,1.910174131E0,4.510651543E0
4.472361354E0,3.838979721E0,1.467449903E0,1.918726325E0,4.535712207E0
4.474518541E0,3.829205751E0,1.570075154E0,1.915061116E0,4.560198653E0
4.476675676E0,3.826762438E0,1.675143957E0,1.905287266E0,4.591332878E0
4.478832864E0,3.829205751E0,1.780212641E0,1.886961341E0,4.625213166E0
4.480990051E0,3.835314512E0,1.868177176E0,1.863748431E0,4.655457183E0
4.483147239E0,3.846310139E0,1.946367860E0,1.839313865E0,4.686739274E0
4.485304374E0,3.853640556E0,1.992793679E0,1.817322731E0,4.703661775E0
4.487461562E0,3.859749079E0,2.022115231E0,1.800218463E0,4.714594306E0
4.489618749E0,3.863414288E0,2.029445410E0,1.789222956E0,4.716559913E0
4.491775937E0,3.860970736E0,2.017228127E0,1.784335971E0,4.707457827E0
4.493933072E0,3.860970736E0,2.008676052E0,1.781892538E0,4.702873113E0
4.496090260E0,3.854862213E0,1.984241486E0,1.780670881E0,4.686999653E0
4.498247447E0,3.841423273E0,1.946367860E0,1.783114314E0,4.660941672E0
4.500404635E0,3.821875572E0,1.898720503E0,1.781892538E0,4.624609546E0
4.502561770E0,3.798662663E0,1.857181668E0,1.779449105E0,4.587526664E0
4.504718958E0,3.769341230E0,1.804647326E0,1.770897031E0,4.538806184E0
4.506876145E0,3.737576246E0,1.769217134E0,1.756236196E0,4.492657458E0
4.509033333E0,3.693593979E0,1.733786941E0,1.736688614E0,4.434494444E0
4.511190468E0,3.642281294E0,1.687361240E0,1.712253928E0,4.364082320E0
4.513347656E0,3.582416534E0,1.659261465E0,1.679267287E0,4.290314144E0
4.515504843E0,3.513999701E0,1.634826899E0,1.636506796E0,4.207018823E0
4.517662031E0,3.438252449E0,1.607948780E0,1.590080976E0,4.115268727E0
4.519819166E0,3.356396437E0,1.594509840E0,1.532659769E0,4.019565230E0
4.521976354E0,3.270875454E0,1.589622855E0,1.469129801E0,3.922227610E0
4.524133541E0,3.180467367E0,1.587179422E0,1.395825982E0,3.818748665E0
4.526290676E0,3.086394310E0,1.609170556E0,1.310304999E0,3.719161049E0
4.528447864E0,2.982547283E0,1.620166063E0,1.218675256E0,3.606341047E0
4.530605051E0,2.872591734E0,1.640935540E0,1.117271662E0,3.491811662E0
4.532762239E0,2.755305529E0,1.673922181E0,1.004872561E0,3.376905816E0
4.534919426E0,2.624580622E0,1.736230373E0,8.863648176E-1,3.269336621E0
4.537076562E0,2.490190268E0,1.807090759E0,7.678570151E-1,3.171155779E0
4.539233749E0,2.360687017E0,1.882838011E0,6.420188546E-1,3.087087686E0
4.541390937E0,2.229961872E0,1.967137337E0,5.076286197E-1,3.016628262E0
4.543548124E0,2.101680279E0,2.050215006E0,3.744601011E-1,2.959841538E0
4.545705260E0,1.970955253E0,2.129627228E0,2.425133139E-1,2.911836095E0
4.547862447E0,1.842673659E0,2.220035315E0,1.130099818E-1,2.887347272E0
4.550019635E0,1.718057156E0,2.315330267E0,-1.527161989E-2,2.883176695E0
4.552176822E0,1.599549413E0,2.420398951E0,-1.423314959E-1,2.904676860E0
4.554333958E0,1.489593744E0,2.536463261E0,-2.657261789E-1,2.953497215E0
4.556491145E0,1.386968493E0,2.651305914E0,-3.878991306E-1,3.017212354E0
4.558648333E0,1.286786675E0,2.778365850E0,-5.100721121E-1,3.104079623E0
4.560805520E0,1.204930782E0,2.891986609E0,-6.322450638E-1,3.196119296E0
4.562962656E0,1.136513948E0,2.999498844E0,-7.531962991E-1,3.294838681E0
4.565119843E0,1.080314398E0,3.098458767E0,-8.668171167E-1,3.393950183E0
4.567277031E0,1.037553787E0,3.187645197E0,-9.718858600E-1,3.490295387E0
4.569434218E0,1.005788803E0,3.247509956E0,-1.062293887E0,3.561797346E0
4.571591354E0,9.874629378E-1,3.300044298E0,-1.139262795E0,3.628125568E0
4.573748541E0,9.740238786E-1,3.337917805E0,-1.199127555E0,3.678087095E0
4.575905729E0,9.691369534E-1,3.379456758E0,-1.239444613E0,3.727757686E0
4.578062916E0,9.728021622E-1,3.409999847E0,-1.265100956E0,3.764959951E0
4.580220104E0,9.825760126E-1,3.428325891E0,-1.274874806E0,3.787371095E0
4.582377239E0,9.899063706E-1,3.429547548E0,-1.271209598E0,3.789153580E0
4.584534426E0,1.000901937E0,3.428325891E0,-1.257770538E0,3.786450823E0
4.586691562E0,1.015562654E0,3.418551922E0,-1.232114315E0,3.773058498E0
4.588848801E0,1.033888698E0,3.413665056E0,-1.199127555E0,3.762969818E0
4.591005937E0,1.049771070E0,3.394117355E0,-1.157588720E0,3.736584479E0
4.593163124E0,1.066875339E0,3.375791550E0,-1.112384796E0,3.711009500E0
4.595320312E0,1.083979607E0,3.359909058E0,-1.061072111E0,3.686444722E0
4.597477447E0,1.099861979E0,3.348913431E0,-1.006094337E0,3.665670929E0
4.599634635E0,1.118188024E0,3.356243849E0,-9.474512935E-1,3.662291794E0
4.601791822E0,1.134070516E0,3.369682789E0,-8.851430416E-1,3.663926342E0
4.603949010E0,1.142622590E0,3.384343624E0,-8.179479241E-1,3.664479084E0
4.606106145E0,1.143844247E0,3.406334639E0,-7.483093739E-1,3.670349064E0
4.608263333E0,1.135292172E0,3.425882339E0,-6.737838387E-1,3.671449684E0
4.610420520E0,1.118188024E0,3.456425667E0,-6.017017961E-1,3.682291121E0
4.612577656E0,1.098640323E0,3.510181665E0,-5.320632458E-1,3.716379580E0
4.614734895E0,1.070540547E0,3.566381216E0,-4.648680985E-1,3.752497087E0
4.616892031E0,1.037553787E0,3.636019945E0,-4.013381600E-1,3.802398088E0
4.619049218E0,9.984585047E-1,3.714210510E0,-3.414734006E-1,3.861202298E0
4.621206406E0,9.605848789E-1,3.810727119E0,-2.852738500E-1,3.940272282E0
4.623363541E0,9.214895368E-1,3.913352489E0,-2.302960157E-1,4.026972427E0
4.625520729E0,8.713986278E-1,4.001317024E0,-1.838703007E-1,4.099229413E0
4.627677916E0,8.115338683E-1,4.074620724E0,-1.447749585E-1,4.157172242E0
4.629835051E0,7.492256761E-1,4.146702766E0,-1.191186309E-1,4.215527511E0
4.631992291E0,6.942478418E-1,4.228558540E0,-9.346231073E-2,4.286189753E0
4.634149426E0,6.417134404E-1,4.288423538E0,-7.269290835E-2,4.336779547E0
4.636306614E0,5.940660238E-1,4.334849358E0,-6.169734150E-2,4.375801636E0
4.638463801E0,5.537489057E-1,4.373944759E0,-5.803215504E-2,4.409240109E0
4.640620937E0,5.244274139E-1,4.382496834E0,-6.169734150E-2,4.414194057E0
4.642778124E0,5.195404887E-1,4.417926788E0,-7.269290835E-2,4.448964339E0
4.644935312E0,5.342012644E-1,4.443583012E0,-8.613193035E-2,4.476407006E0
4.647092499E0,5.549706817E-1,4.464352608E0,-9.957095981E-2,4.499816778E0
4.649249635E0,5.794052482E-1,4.481456757E0,-1.105665267E-1,4.520109519E0
4.651406822E0,6.075050235E-1,4.494895935E0,-1.203403622E-1,4.537359763E0
4.653564010E0,6.319395900E-1,4.493673801E0,-1.325576603E-1,4.539826364E0
4.655721145E0,6.514872909E-1,4.486343861E0,-1.508836001E-1,4.535910359E0
4.657878333E0,6.624828577E-1,4.470461369E0,-1.740964651E-1,4.522633963E0
4.660035520E0,6.649262905E-1,4.443583012E0,-2.058614343E-1,4.497770101E0
4.662192708E0,6.588176489E-1,4.408153057E0,-2.498437017E-1,4.464109759E0
4.664349895E0,6.514872909E-1,4.376388073E0,-2.999345958E-1,4.434768203E0
4.666507031E0,6.417134404E-1,4.343401432E0,-3.585776389E-1,4.405168562E0
4.668664218E0,6.356047988E-1,4.314079762E0,-4.208858311E-1,4.380915718E0
4.670821406E0,6.233875155E-1,4.287201881E0,-4.880809486E-1,4.359694368E0
4.672978541E0,6.172788739E-1,4.246884823E0,-5.577195287E-1,4.327599217E0
4.675135729E0,6.172788739E-1,4.212676048E0,-6.298015714E-1,4.303989163E0
4.677292916E0,6.185005903E-1,4.184576511E0,-7.018836141E-1,4.287874085E0
4.679450104E0,6.209440231E-1,4.160141945E0,-7.703005075E-1,4.276179995E0
4.681607239E0,6.282744408E-1,4.140594006E0,-8.362739086E-1,4.270667576E0
4.683764426E0,6.356047988E-1,4.108829021E0,-8.936951756E-1,4.252665100E0
4.685921614E0,6.429351568E-1,4.078286171E0,-9.437860847E-1,4.235152404E0
4.688078801E0,6.453786492E-1,4.025751591E0,-9.816597104E-1,4.193667280E0
4.690235989E0,6.453786492E-1,3.990321398E0,-1.012202978E0,4.166981321E0
4.692393124E0,6.527090073E-1,3.969552040E0,-1.028085470E0,4.152147900E0
4.694550312E0,6.588176489E-1,3.953669548E0,-1.030528903E0,4.138542426E0
4.696707499E0,6.698132157E-1,3.930456638E0,-1.024420261E0,4.116621916E0
4.698864687E0,6.771436334E-1,3.898691654E0,-1.006094337E0,4.082957988E0
4.701021822E0,6.795870662E-1,3.842492104E0,-9.841031432E-1,4.024306542E0
4.703179010E0,6.747001410E-1,3.776518822E0,-9.523382187E-1,3.952753822E0
4.705336197E0,6.563742161E-1,3.708101988E0,-9.181297421E-1,3.876055945E0
4.707493333E0,6.319395900E-1,3.638463259E0,-8.753692508E-1,3.795264662E0
4.709650520E0,5.989528894E-1,3.557829142E0,-8.338304162E-1,3.702994184E0
4.711807708E0,5.610793233E-1,3.473529816E0,-7.910698652E-1,3.606384744E0
4.713964895E0,5.183187723E-1,3.390452147E0,-7.446441650E-1,3.509745723E0
4.716122031E0,4.743365049E-1,3.324478865E0,-6.969966888E-1,3.429717077E0
4.718279218E0,4.364628792E-1,3.273166180E0,-6.505709887E-1,3.365614252E0
4.720436406E0,4.010327160E-1,3.218188286E0,-6.078104377E-1,3.299544910E0
4.722593541E0,3.753764033E-1,3.170540810E0,-5.674933791E-1,3.242728050E0
4.724750729E0,3.558287323E-1,3.126558542E0,-5.296197534E-1,3.190999763E0
4.726907916E0,3.411679864E-1,3.071580887E0,-4.929678738E-1,3.129540232E0
4.729065104E0,3.301724195E-1,3.019046545E0,-4.550942481E-1,3.070955331E0
4.731222239E0,3.216203153E-1,2.965290308E0,-4.172206521E-1,3.011720324E0
4.733379426E0,3.142899275E-1,2.912755966E0,-3.830122054E-1,2.954593682E0
4.735536614E0,2.996291816E-1,2.854112864E0,-3.536907136E-1,2.891510852E0
4.737693801E0,2.800815105E-1,2.796691656E0,-3.280344009E-1,2.829759078E0
4.739850937E0,2.532034516E-1,2.744157314E0,-3.072649837E-1,2.772890752E0
4.742008124E0,2.226602137E-1,2.691622972E0,-2.901607752E-1,2.716358789E0
4.744165312E0,1.957821548E-1,2.670853615E0,-2.779434621E-1,2.692404548E0
4.746322499E0,1.701258421E-1,2.656192780E0,-2.693913579E-1,2.675233558E0
4.748479687E0,1.481347084E-1,2.663523197E0,-2.657261789E-1,2.680841307E0
4.750636822E0,1.310304999E-1,2.684292555E0,-2.645044625E-1,2.700473685E0
4.752794010E0,1.163697392E-1,2.725831270E0,-2.657261789E-1,2.741223893E0
4.754951197E0,1.041524485E-1,2.774700642E0,-2.669478953E-1,2.789457396E0
4.757108333E0,8.949168772E-2,2.826013088E0,-2.693913579E-1,2.840234223E0
4.759265520E0,7.727439702E-2,2.877325773E0,-2.730565667E-1,2.891286016E0
4.761422708E0,6.139190868E-2,2.918864727E0,-2.767217457E-1,2.932595299E0
4.763579895E0,4.062250629E-2,2.957959890E0,-2.767217457E-1,2.971153282E0
4.765737031E0,1.985310577E-2,2.998276949E0,-2.803869247E-1,3.011424187E0
4.767894218E0,-4.581485875E-3,3.026376724E0,-2.877173126E-1,3.040026039E0
4.770051406E0,-3.390299529E-2,3.036150694E0,-3.023780584E-1,3.051359195E0
4.772208541E0,-6.200277433E-2,3.030041933E0,-3.231474757E-1,3.047855435E0
4.774365729E0,-9.132428467E-2,3.020268202E0,-3.463603258E-1,3.041434795E0
4.776522916E0,-1.133154184E-1,2.999498844E0,-3.744601011E-1,3.024905630E0
4.778680104E0,-1.353065521E-1,2.979951143E0,-4.086685479E-1,3.010884697E0
4.780837291E0,-1.487455666E-1,2.954294682E0,-4.489856064E-1,2.991917510E0
4.782994426E0,-1.560759544E-1,2.926194906E0,-4.905244112E-1,2.971126138E0
4.785151614E0,-1.634063274E-1,2.893208265E0,-5.320632458E-1,2.946259831E0
4.787308801E0,-1.658497900E-1,2.850447893E0,-5.748237371E-1,2.912555866E0
4.789465937E0,-1.646280587E-1,2.832121849E0,-6.139190793E-1,2.902570103E0
4.791623176E0,-1.597411335E-1,2.813795805E0,-6.530144215E-1,2.892990131E0
4.793780312E0,-1.597411335E-1,2.789361238E0,-6.945532560E-1,2.878968144E0
4.795937499E0,-1.560759544E-1,2.766148329E0,-7.373138070E-1,2.866978886E0
4.798094635E0,-1.524107605E-1,2.720944405E0,-7.849612236E-1,2.836006279E0
4.800251822E0,-1.475238502E-1,2.684292555E0,-8.350521326E-1,2.815049177E0
4.802409010E0,-1.463021189E-1,2.631758213E0,-8.888082504E-1,2.781642628E0
4.804566197E0,-1.340848207E-1,2.591441154E0,-9.413426518E-1,2.760375334E0
4.806723333E0,-1.194240674E-1,2.552345753E0,-9.938769937E-1,2.741627697E0
4.808880520E0,-1.023198515E-1,2.510807037E0,-1.046411395E0,2.722057703E0
4.811037708E0,-8.399390429E-2,2.480263710E0,-1.097723961E0,2.713625055E0
4.813194895E0,-6.811141968E-2,2.453385592E0,-1.149036646E0,2.709986207E0
4.815352031E0,-4.978547990E-2,2.442390203E0,-1.199127555E0,2.721333385E0
4.817509218E0,-2.901607752E-2,2.433837891E0,-1.247996688E0,2.735307029E0
4.819666406E0,-4.581485875E-3,2.415512085E0,-1.298087597E0,2.742216445E0
4.821823593E0,1.985310577E-2,2.392299175E0,-1.343291640E0,2.743705874E0
4.823980729E0,4.550942779E-2,2.359312534E0,-1.390939116E0,2.739185713E0
4.826137916E0,7.849612087E-2,2.326325893E0,-1.431256175E0,2.732480200E0
4.828295104E0,1.090393662E-1,2.276234865E0,-1.469129801E0,2.711360750E0
4.830452239E0,1.432477981E-1,2.235917807E0,-1.503338218E0,2.698124194E0
4.832609426E0,1.847866029E-1,2.190713882E0,-1.535103202E0,2.681401731E0
4.834766614E0,2.324340492E-1,2.154062033E0,-1.565646410E0,2.673061449E0
4.836923801E0,2.751945853E-1,2.110079765E0,-1.590080976E0,2.656412277E0
4.839080937E0,3.277289569E-1,2.069762707E0,-1.609628677E0,2.642390662E0
4.841238124E0,3.802633286E-1,2.028223753E0,-1.625511169E0,2.626895193E0
4.843395312E0,4.340194166E-1,2.000123978E0,-1.636506796E0,2.620500577E0
4.845552499E0,4.889972508E-1,1.975689411E0,-1.642615438E0,2.615464096E0
4.847709635E0,5.451968312E-1,1.959806919E0,-1.645058870E0,2.616161584E0
4.849866822E0,6.026180983E-1,1.959806919E0,-1.647502303E0,2.630257701E0
4.852024010E0,6.563742161E-1,1.952476501E0,-1.646280527E0,2.636898021E0
4.854181197E0,7.150171995E-1,1.958585143E0,-1.642615438E0,2.654334349E0
4.856338333E0,7.736602426E-1,1.967137337E0,-1.634063244E0,2.671767609E0
4.858495520E0,8.298597932E-1,1.953698277E0,-1.630398154E0,2.676528045E0
4.860652708E0,8.872811198E-1,1.925598502E0,-1.624289393E0,2.670863795E0
4.862809895E0,9.361502528E-1,1.897498727E0,-1.618180752E0,2.663716888E0
4.864967031E0,9.764673710E-1,1.866955519E0,-1.607185245E0,2.649916196E0
4.867124218E0,1.013119221E0,1.844964385E0,-1.594967961E0,2.640876168E0
4.869281354E0,1.039997339E0,1.824194908E0,-1.585194111E0,2.630992569E0
4.871438593E0,1.064431906E0,1.815642834E0,-1.580307126E0,2.631908964E0
4.873595729E0,1.081536055E0,1.824194908E0,-1.572976828E0,2.640390767E0
4.875752916E0,1.086423039E0,1.866955519E0,-1.564424753E0,2.667070066E0
