"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.948740214E0,-2.138026757E-3,-1.069013379E-3,-7.635809598E-4,2.509383171E-3
1.950897557E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
1.953054849E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
1.955212141E0,1.527161920E-3,1.527161949E-4,4.581485991E-4,1.601700941E-3
1.957369432E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
1.959526776E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
1.961684068E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
1.963841359E0,-9.162971983E-4,1.527161949E-4,-7.635809598E-4,1.202488534E-3
1.965998651E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
1.968155995E0,3.054323897E-4,-2.290742937E-3,1.679878100E-3,2.857058379E-3
1.970313286E0,3.054323897E-4,-1.069013379E-3,1.679878100E-3,2.014464936E-3
1.972470578E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
1.974627922E0,-9.162971983E-4,1.374445739E-3,1.679878100E-3,2.355990678E-3
1.976785214E0,-9.162971983E-4,6.261364091E-3,1.679878100E-3,6.547233864E-3
1.978942505E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
1.981099797E0,-9.162971983E-4,1.527161949E-4,-7.635809598E-4,1.202488534E-3
1.983257089E0,1.527161920E-3,2.596175298E-3,4.581485991E-4,3.046678494E-3
1.985414432E0,-9.162971983E-4,1.374445739E-3,-7.635809598E-4,1.819823488E-3
1.987571724E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
1.989729016E0,3.054323897E-4,-4.734201822E-3,4.581485991E-4,4.766115397E-3
1.991886359E0,-9.162971983E-4,-3.512472380E-3,-7.635809598E-4,3.709463392E-3
1.994043651E0,3.054323897E-4,2.596175298E-3,-7.635809598E-4,2.723319850E-3
1.996200943E0,1.527161920E-3,1.527161949E-4,-7.635809598E-4,1.714235003E-3
1.998358234E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.000515578E0,3.054323897E-4,5.039634649E-3,1.679878100E-3,5.321014637E-3
2.002672870E0,3.054323897E-4,2.596175298E-3,-7.635809598E-4,2.723319850E-3
2.004830161E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.006987453E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.009144797E0,-9.162971983E-4,1.374445739E-3,-7.635809598E-4,1.819823488E-3
2.011302089E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.013459380E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.015616672E0,1.527161920E-3,-1.069013379E-3,-7.635809598E-4,2.014464945E-3
2.017773964E0,-9.162971983E-4,-4.734201822E-3,4.581485991E-4,4.843776171E-3
2.019931307E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.022088599E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.024245943E0,3.054323897E-4,3.817904973E-3,-7.635809598E-4,3.905476055E-3
2.026403234E0,3.054323897E-4,2.596175298E-3,-7.635809598E-4,2.723319850E-3
2.028560526E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.030717818E0,-9.162971983E-4,-4.734201822E-3,4.581485991E-4,4.843776171E-3
2.032875161E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.035032453E0,-9.162971983E-4,-3.512472380E-3,4.581485991E-4,3.658819880E-3
2.037189745E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.039347089E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.041504380E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.043661672E0,1.527161920E-3,2.596175298E-3,4.581485991E-4,3.046678494E-3
2.045818964E0,3.054323897E-4,-2.290742937E-3,1.679878100E-3,2.857058379E-3
2.047976255E0,-9.162971983E-4,-3.512472380E-3,-7.635809598E-4,3.709463392E-3
2.050133547E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.052290891E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.054448182E0,-9.162971983E-4,-4.734201822E-3,-7.635809598E-4,4.882143313E-3
2.056605474E0,-9.162971983E-4,-2.290742937E-3,-7.635809598E-4,2.582665221E-3
2.058762766E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.060920109E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.063077401E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.065234693E0,-9.162971983E-4,1.527161949E-4,-7.635809598E-4,1.202488534E-3
2.067392036E0,-9.162971983E-4,1.374445739E-3,4.581485991E-4,1.714235044E-3
2.069549328E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.071706620E0,-9.162971983E-4,-4.734201822E-3,4.581485991E-4,4.843776171E-3
2.073863911E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.076021203E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.078178547E0,3.054323897E-4,1.374445739E-3,-7.635809598E-4,1.601700945E-3
2.080335839E0,1.527161920E-3,-2.290742937E-3,-7.635809598E-4,2.857058385E-3
2.082493182E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.084650474E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.086807766E0,-9.162971983E-4,-2.290742937E-3,1.679878100E-3,2.984810579E-3
2.088965057E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.091122349E0,3.054323897E-4,3.817904973E-3,-7.635809598E-4,3.905476055E-3
2.093279693E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.095436984E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.097594276E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.099751568E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.101908911E0,-9.162971983E-4,1.374445739E-3,4.581485991E-4,1.714235044E-3
2.104066203E0,-9.162971983E-4,-2.290742937E-3,-7.635809598E-4,2.582665221E-3
2.106223495E0,1.527161920E-3,1.374445739E-3,4.581485991E-4,2.105047448E-3
2.108380839E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.110538130E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.112695422E0,1.527161920E-3,2.596175298E-3,-7.635809598E-4,3.107314852E-3
2.114852766E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.117010057E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.119167349E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.121324641E0,3.054323897E-4,-4.734201822E-3,4.581485991E-4,4.766115397E-3
2.123481932E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.125639276E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.127796568E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.129953911E0,-9.162971983E-4,-5.955931731E-3,4.581485991E-4,6.043395029E-3
2.132111203E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.134268495E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.136425786E0,-2.138026757E-3,-2.290742937E-3,1.679878100E-3,3.555369467E-3
2.138583130E0,1.527161920E-3,-2.290742937E-3,4.581485991E-4,2.790990303E-3
2.140740370E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.142897661E0,-9.162971983E-4,-2.290742937E-3,1.679878100E-3,2.984810579E-3
2.145055005E0,-9.162971983E-4,3.817904973E-3,-7.635809598E-4,3.999881851E-3
2.147212297E0,3.054323897E-4,3.817904973E-3,4.581485991E-4,3.857406832E-3
2.149369641E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.151526932E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.153684224E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.155841516E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.157998859E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.160156151E0,3.054323897E-4,-1.069013379E-3,1.679878100E-3,2.014464936E-3
2.162313443E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.164470734E0,-9.162971983E-4,1.374445739E-3,4.581485991E-4,1.714235044E-3
2.166628078E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.168785370E0,-9.162971983E-4,1.374445739E-3,4.581485991E-4,1.714235044E-3
2.170942661E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.173100005E0,-2.138026757E-3,1.374445739E-3,4.581485991E-4,2.582665221E-3
2.175257297E0,-9.162971983E-4,-2.290742937E-3,-7.635809598E-4,2.582665221E-3
2.177414589E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.179571880E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.181729172E0,-9.162971983E-4,-1.069013379E-3,1.679878100E-3,2.191889730E-3
2.183886516E0,-9.162971983E-4,-3.512472380E-3,4.581485991E-4,3.658819880E-3
2.186043807E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.188201099E0,-2.138026757E-3,-2.290742937E-3,1.679878100E-3,3.555369467E-3
2.190358443E0,-9.162971983E-4,-1.069013379E-3,1.679878100E-3,2.191889730E-3
2.192515734E0,-9.162971983E-4,3.817904973E-3,4.581485991E-4,3.952960799E-3
2.194673026E0,3.054323897E-4,2.596175298E-3,1.679878100E-3,3.107314846E-3
2.196830318E0,3.054323897E-4,2.596175298E-3,1.679878100E-3,3.107314846E-3
2.198987609E0,1.527161920E-3,1.374445739E-3,4.581485991E-4,2.105047448E-3
2.201144953E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.203302245E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.205459536E0,3.054323897E-4,1.374445739E-3,-7.635809598E-4,1.601700945E-3
2.207616880E0,-2.138026757E-3,-2.290742937E-3,-7.635809598E-4,3.225169376E-3
2.209774172E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.211931464E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.214088807E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.216246099E0,-9.162971983E-4,1.374445739E-3,-7.635809598E-4,1.819823488E-3
2.218403391E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.220560682E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.222717974E0,1.527161920E-3,3.817904973E-3,-7.635809598E-4,4.182305321E-3
2.224875318E0,1.527161920E-3,1.374445739E-3,-7.635809598E-4,2.191889710E-3
2.227032609E0,-2.138026757E-3,-1.069013379E-3,4.581485991E-4,2.433895675E-3
2.229189901E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.231347193E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.233504536E0,-9.162971983E-4,-2.290742937E-3,4.581485991E-4,2.509383171E-3
2.235661828E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.237819120E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.239976464E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.242133703E0,1.527161920E-3,1.527161949E-4,4.581485991E-4,1.601700941E-3
2.244291047E0,1.527161920E-3,-4.734201822E-3,4.581485991E-4,4.995477011E-3
2.246448339E0,-9.162971983E-4,-3.512472380E-3,4.581485991E-4,3.658819880E-3
2.248605630E0,1.527161920E-3,3.817904973E-3,4.581485991E-4,4.137453571E-3
2.250762974E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.252920266E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.255077557E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.257234901E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.259392193E0,-2.138026757E-3,-3.512472380E-3,4.581485991E-4,4.137453416E-3
2.261549484E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.263706776E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.265864068E0,2.748891478E-3,5.039634649E-3,4.581485991E-4,5.758838589E-3
2.268021411E0,-9.162971983E-4,3.817904973E-3,-7.635809598E-4,3.999881851E-3
2.270178703E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.272335995E0,3.054323897E-4,5.039634649E-3,4.581485991E-4,5.069625871E-3
2.274493339E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.276650630E0,3.054323897E-4,3.817904973E-3,4.581485991E-4,3.857406832E-3
2.278807922E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.280965214E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.283122505E0,-9.162971983E-4,1.527161949E-4,-7.635809598E-4,1.202488534E-3
2.285279849E0,3.054323897E-4,-2.290742937E-3,1.679878100E-3,2.857058379E-3
2.287437141E0,3.054323897E-4,3.817904973E-3,-7.635809598E-4,3.905476055E-3
2.289594432E0,1.527161920E-3,1.527161949E-4,-7.635809598E-4,1.714235003E-3
2.291751776E0,1.527161920E-3,-2.290742937E-3,4.581485991E-4,2.790990303E-3
2.293909068E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.296066359E0,-2.138026757E-3,-4.734201822E-3,4.581485991E-4,5.214760344E-3
2.298223651E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.300380943E0,-9.162971983E-4,2.596175298E-3,-7.635809598E-4,2.857058385E-3
2.302538286E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.304695578E0,-9.162971983E-4,3.817904973E-3,4.581485991E-4,3.952960799E-3
2.306852870E0,1.527161920E-3,5.039634649E-3,4.581485991E-4,5.285833999E-3
2.309010161E0,3.054323897E-4,2.596175298E-3,-7.635809598E-4,2.723319850E-3
2.311167505E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.313324797E0,3.054323897E-4,-4.734201822E-3,4.581485991E-4,4.766115397E-3
2.315482089E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.317639380E0,3.054323897E-4,1.374445739E-3,-7.635809598E-4,1.601700945E-3
2.319796724E0,1.527161920E-3,3.817904973E-3,-7.635809598E-4,4.182305321E-3
2.321954016E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.324111307E0,-9.162971983E-4,-3.512472380E-3,-7.635809598E-4,3.709463392E-3
2.326268599E0,-9.162971983E-4,1.527161949E-4,-7.635809598E-4,1.202488534E-3
2.328425943E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.330583234E0,-9.162971983E-4,-4.734201822E-3,4.581485991E-4,4.843776171E-3
2.332740526E0,3.054323897E-4,2.596175298E-3,1.679878100E-3,3.107314846E-3
2.334897870E0,-9.162971983E-4,1.374445739E-3,4.581485991E-4,1.714235044E-3
2.337055161E0,3.054323897E-4,3.817904973E-3,-7.635809598E-4,3.905476055E-3
2.339212453E0,-9.162971983E-4,-5.955931731E-3,1.679878100E-3,6.255774434E-3
2.341369745E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.343527036E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.345684380E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.347841672E0,2.748891478E-3,-1.069013379E-3,4.581485991E-4,2.984810564E-3
2.349998964E0,1.527161920E-3,-2.290742937E-3,-7.635809598E-4,2.857058385E-3
2.352156307E0,3.054323897E-4,1.374445739E-3,-7.635809598E-4,1.601700945E-3
2.354313599E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.356470891E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.358628182E0,3.054323897E-4,2.596175298E-3,-7.635809598E-4,2.723319850E-3
2.360785526E0,-2.138026757E-3,-1.069013379E-3,4.581485991E-4,2.433895675E-3
2.362942818E0,3.054323897E-4,3.817904973E-3,1.679878100E-3,4.182305317E-3
2.365100109E0,3.054323897E-4,-4.734201822E-3,1.679878100E-3,5.032687778E-3
2.367257453E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.369414693E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.371572036E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.373729328E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.375886620E0,-9.162971983E-4,-2.290742937E-3,-7.635809598E-4,2.582665221E-3
2.378043964E0,1.527161920E-3,2.596175298E-3,-7.635809598E-4,3.107314852E-3
2.380201255E0,1.527161920E-3,6.261364091E-3,-7.635809598E-4,6.489989191E-3
2.382358547E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.384515891E0,1.527161920E-3,7.483093534E-3,-7.635809598E-4,7.675413230E-3
2.386673182E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.388830474E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.390987766E0,-9.162971983E-4,2.596175298E-3,4.581485991E-4,2.790990303E-3
2.393145057E0,3.054323897E-4,1.374445739E-3,-7.635809598E-4,1.601700945E-3
2.395302349E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.397459693E0,1.527161920E-3,-2.290742937E-3,1.679878100E-3,3.225169323E-3
2.399616984E0,1.527161920E-3,1.374445739E-3,4.581485991E-4,2.105047448E-3
2.401774276E0,-9.162971983E-4,-3.512472380E-3,4.581485991E-4,3.658819880E-3
2.403931568E0,-9.162971983E-4,1.527161949E-4,1.679878100E-3,1.919612779E-3
2.406088911E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.408246203E0,3.054323897E-4,-5.955931731E-3,-7.635809598E-4,6.012442732E-3
2.410403495E0,-9.162971983E-4,-2.290742937E-3,-7.635809598E-4,2.582665221E-3
2.412560786E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.414718130E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.416875422E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.419032714E0,3.054323897E-4,1.374445739E-3,1.679878100E-3,2.191889702E-3
2.421190057E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.423347349E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.425504641E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.427661932E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.429819224E0,-9.162971983E-4,-5.955931731E-3,4.581485991E-4,6.043395029E-3
2.431976568E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.434133859E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.436291151E0,-9.162971983E-4,1.374445739E-3,4.581485991E-4,1.714235044E-3
2.438448495E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.440605786E0,-9.162971983E-4,1.374445739E-3,-7.635809598E-4,1.819823488E-3
2.442763078E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.444920422E0,1.527161920E-3,1.374445739E-3,-7.635809598E-4,2.191889710E-3
2.447077714E0,-9.162971983E-4,-4.734201822E-3,-7.635809598E-4,4.882143313E-3
2.449235005E0,-9.162971983E-4,-1.069013379E-3,1.679878100E-3,2.191889730E-3
2.451392297E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.453549589E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.455706932E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.457864224E0,1.527161920E-3,2.596175298E-3,4.581485991E-4,3.046678494E-3
2.460021516E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.462178807E0,-9.162971983E-4,-2.290742937E-3,4.581485991E-4,2.509383171E-3
2.464336151E0,1.527161920E-3,-2.290742937E-3,4.581485991E-4,2.790990303E-3
2.466493443E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.468650734E0,-9.162971983E-4,-2.290742937E-3,-7.635809598E-4,2.582665221E-3
2.470808026E0,1.527161920E-3,1.527161949E-4,-7.635809598E-4,1.714235003E-3
2.472965370E0,3.054323897E-4,-2.290742937E-3,-7.635809598E-4,2.433895649E-3
2.475122661E0,-9.162971983E-4,1.527161949E-4,-7.635809598E-4,1.202488534E-3
2.477283911E0,-9.162971983E-4,-2.290742937E-3,4.581485991E-4,2.509383171E-3
2.479437245E0,-9.162971983E-4,-2.290742937E-3,4.581485991E-4,2.509383171E-3
2.481594536E0,3.054323897E-4,-1.069013379E-3,1.679878100E-3,2.014464936E-3
2.483751880E0,1.527161920E-3,1.527161949E-4,4.581485991E-4,1.601700941E-3
2.485909172E0,1.527161920E-3,2.596175298E-3,-7.635809598E-4,3.107314852E-3
2.488066464E0,1.527161920E-3,3.817904973E-3,-7.635809598E-4,4.182305321E-3
2.490223807E0,3.054323897E-4,3.817904973E-3,-7.635809598E-4,3.905476055E-3
2.492381099E0,1.527161920E-3,-2.290742937E-3,4.581485991E-4,2.790990303E-3
2.494538391E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.496695682E0,-9.162971983E-4,1.374445739E-3,-7.635809598E-4,1.819823488E-3
2.498853026E0,-9.162971983E-4,1.527161949E-4,-7.635809598E-4,1.202488534E-3
2.501010266E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.503167609E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.505324901E0,-2.138026757E-3,-2.290742937E-3,4.581485991E-4,3.166790451E-3
2.507482193E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.509639536E0,3.054323897E-4,2.596175298E-3,4.581485991E-4,2.653924502E-3
2.511796828E0,1.527161920E-3,1.527161949E-4,4.581485991E-4,1.601700941E-3
2.513954120E0,3.054323897E-4,5.039634649E-3,4.581485991E-4,5.069625871E-3
2.516111464E0,3.054323897E-4,2.596175298E-3,-7.635809598E-4,2.723319850E-3
2.518268755E0,1.527161920E-3,1.374445739E-3,4.581485991E-4,2.105047448E-3
2.520426047E0,1.527161920E-3,8.704823442E-3,4.581485991E-4,8.849636988E-3
2.522583339E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.524740630E0,-9.162971983E-4,-1.069013379E-3,-7.635809598E-4,1.601700984E-3
2.526897974E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.529055266E0,1.527161920E-3,-3.512472380E-3,-7.635809598E-4,3.905475852E-3
2.531212557E0,3.054323897E-4,-3.512472380E-3,4.581485991E-4,3.555369362E-3
2.533369849E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.535527141E0,-9.162971983E-4,-1.069013379E-3,4.581485991E-4,1.480638476E-3
2.537684484E0,3.054323897E-4,1.374445739E-3,-7.635809598E-4,1.601700945E-3
2.539841776E0,1.527161920E-3,1.527161949E-4,4.581485991E-4,1.601700941E-3
2.541999120E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.544156411E0,1.527161920E-3,2.596175298E-3,4.581485991E-4,3.046678494E-3
2.546313703E0,2.748891478E-3,5.039634649E-3,-7.635809598E-4,5.791146487E-3
2.548470995E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.550628286E0,1.527161920E-3,-2.290742937E-3,4.581485991E-4,2.790990303E-3
2.552785630E0,1.527161920E-3,1.527161949E-4,4.581485991E-4,1.601700941E-3
2.554942922E0,-9.162971983E-4,-4.734201822E-3,-7.635809598E-4,4.882143313E-3
2.557100214E0,-9.162971983E-4,-4.734201822E-3,4.581485991E-4,4.843776171E-3
2.559257557E0,-9.162971983E-4,-3.512472380E-3,4.581485991E-4,3.658819880E-3
2.561414849E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.563572141E0,-9.162971983E-4,-5.955931731E-3,4.581485991E-4,6.043395029E-3
2.565729432E0,3.054323897E-4,-2.290742937E-3,4.581485991E-4,2.355990723E-3
2.567886724E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.570044068E0,3.054323897E-4,1.374445739E-3,-7.635809598E-4,1.601700945E-3
2.572201359E0,3.054323897E-4,1.374445739E-3,4.581485991E-4,1.480638434E-3
2.574358651E0,3.054323897E-4,1.527161949E-4,4.581485991E-4,5.714116903E-4
2.576515995E0,1.527161920E-3,2.596175298E-3,-7.635809598E-4,3.107314852E-3
2.578673286E0,-9.162971983E-4,1.374445739E-3,4.581485991E-4,1.714235044E-3
2.580830578E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.582987870E0,1.527161920E-3,-1.069013379E-3,4.581485991E-4,1.919612792E-3
2.585145161E0,1.527161920E-3,1.527161949E-4,4.581485991E-4,1.601700941E-3
2.587302505E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.589459797E0,3.054323897E-4,-1.069013379E-3,4.581485991E-4,1.202488539E-3
2.591617089E0,-9.162971983E-4,1.527161949E-4,4.581485991E-4,1.035771660E-3
2.593774380E0,-2.138026757E-3,-1.069013379E-3,1.679878100E-3,2.921632839E-3
2.595931724E0,-9.162971983E-4,-4.734201822E-3,4.581485991E-4,4.843776171E-3
2.598089016E0,-9.162971983E-4,1.374445739E-3,-7.635809598E-4,1.819823488E-3
2.600246307E0,1.527161920E-3,2.596175298E-3,4.581485991E-4,3.046678494E-3
2.602403599E0,3.054323897E-4,1.527161949E-4,1.679878100E-3,1.714234993E-3
2.604560943E0,1.527161920E-3,3.817904973E-3,4.581485991E-4,4.137453571E-3
2.606718234E0,3.054323897E-4,1.527161949E-4,-7.635809598E-4,8.364610349E-4
2.608875526E0,3.054323897E-4,-1.069013379E-3,-7.635809598E-4,1.348752917E-3
2.611032818E0,2.748891478E-3,2.596175298E-3,4.581485991E-4,3.808730849E-3
